ученик_id;имя;пол;возраст;город;тип_школы;любимый_предмет;часов_подготовки_в_неделю;репетитор;кол_во_пробников;пропусков_уроков;мотивация_1_10;часов_сна;средний_балл_года;балл_егэ;сдал;ФИО_полное;email;телефон
252;Никита;М;17;Нижний Новгород;Гимназия;Биология;1.8;нет;6;7;7.0;6.9;2.3;49;да;Иванов Никита Иванович;n.ivanov@mail.ru;8 996 588 48 11
253;Дмитрий;М;18;Санкт-Петербург;Лицей;История;6.0;да;6;6;3.0;8.0;3.4;81;да;Сидоров Дмитрий Егорович;dmitriy253@mail.ru;+79377113910
254;Роман;М;17;Санкт-Петербург;Лицей;Биология;8.2;да;3;5;7.0;9.2;3.1;65;да;Лебедев Роман Иванович;roman.lebedev@yandex.ru;8 947 293 62 81
255;Варвара;Ж;18;Новосибирск;Лицей;Русский язык;8.8;да;9;2;9.0;5.8;4.4;100;да;Попова Варвара Ивановна;varvara.popova@yandex.ru;8 950 355 30 92
256;Дмитрий;М;18;Самара;Лицей;Химия;9.6;да;8;0;5.0;8.0;2.9;86;да;Васильев Дмитрий Максимович;dmitriy.vasilev@gmail.com;8 948 325 43 20
257;Алиса;Ж;17;Екатеринбург;Обычная;История;7.2;нет;7;3;9.0;8.4;3.5;82;да;Павлова Алиса Сергеевна;alisa257@mail.ru;+7-980-345-76-88
258;Михаил;М;18;Самара;Обычная;Физика;0.9;нет;5;4;5.0;7.4;2.8;43;да;Павлов Михаил Егорович;m.pavlov@yandex.ru;8 936 764 78 44
259;Михаил;М;17;Москва;Обычная;Обществознание;10.5;нет;12;4;5.0;5.9;3.2;74;да;Соколов Михаил Александрович;m.sokolov@gmail.com;89249731833
260;Ева;Ж;16;Новосибирск;Обычная;Химия;10.8;нет;4;5;9.0;5.9;4.0;77;да;Соловьёва Ева Андреевна;e.soloveva@yandex.ru;+79372139168
261;Алиса;Ж;17;Новосибирск;Гимназия;Физика;8.6;нет;9;14;3.0;6.9;2.5;52;да;Петрова Алиса Сергеевна;alisa261@mail.ru;8 957 378 99 89
262;Владимир;М;17;Москва;Лицей;Информатика;18.4;нет;5;3;8.0;7.3;3.3;85;да;Попов Владимир Сергеевич;vladimir.popov@rambler.ru;+7 (924) 428-12-29
263;Егор;М;17;Казань;Обычная;Биология;10.8;нет;9;4;3.0;6.5;2.9;70;да;Соловьёв Егор Владимирович;egor263@edu.ru;+7-968-122-33-23
264;Ева;Ж;16;Казань;Обычная;История;8.3;нет;3;3;6.0;8.4;2.7;51;да;Иванова Ева Андреевна;eva264@gmail.com;89342286611
265;Алиса;Ж;16;Новосибирск;Обычная;Физика;0.3;да;4;9;5.0;6.2;2.3;58;да;Соловьёва Алиса Сергеевна;alisa.soloveva@yandex.ru;89112541173
266;София;Ж;16;Санкт-Петербург;Гимназия;Русский язык;0.0;нет;2;11;4.0;4.4;2.5;38;да;Козлова София Дмитриевна;sofiya266@gmail.com;+7-943-530-49-73
267;Александр;М;17;Казань;Гимназия;Математика;14.6;да;11;4;7.0;6.8;2.8;84;да;Зайцев Александр Александрович;aleksandr.zaytsev@yandex.ru;+7 (959) 813-14-52
268;Никита;М;18;Ростов-на-Дону;Обычная;Химия;5.3;да;10;9;6.0;7.7;2.9;71;да;Новиков Никита Сергеевич;nikita_novikov69@gmail.com;8 996 249 17 44
269;Вероника;Ж;17;Санкт-Петербург;Обычная;Английский язык;1.4;нет;4;4;7.0;7.2;2.7;44;да;Васильева Вероника Александровна;veronika.vasileva@yandex.ru;89096567033
270;София;Ж;17;Самара;Гимназия;Английский язык;7.9;нет;10;1;7.0;;3.6;70;да;Голубева София Максимовна;sofiya270@mail.ru;+7 (932) 936-58-11
271;Никита;М;16;Екатеринбург;Лицей;Биология;9.4;да;9;2;7.0;9.0;3.6;82;да;Павлов Никита Иванович;nikita.pavlov@yandex.ru;8 998 831 41 59
272;Дмитрий;М;17;Москва;Гимназия;Химия;6.2;да;7;6;7.0;5.8;4.1;82;да;Кузнецов Дмитрий Егорович;d.kuznetsov@yandex.ru;8 931 855 14 35
273;Матвей;М;18;Новосибирск;Обычная;Химия;11.4;да;8;0;7.0;7.0;4.2;100;да;Соколов Матвей Максимович;m.sokolov@rambler.ru;89948892276
274;Варвара;Ж;17;Екатеринбург;Обычная;Физика;16.7;нет;7;1;7.0;9.2;4.0;95;да;Новикова Варвара Александровна;varvara_novikova46@gmail.com;+7-960-498-97-49
275;Тимофей;М;17;Казань;Лицей;Информатика;1.8;да;4;7;5.0;4.3;2.7;56;да;Соколов Тимофей Сергеевич;timofey275@yandex.ru;+79207441580
276;Кирилл;М;17;Казань;Обычная;Английский язык;7.5;нет;6;6;7.0;7.4;4.6;95;да;Петров Кирилл Андреевич;kirill_petrov52@outlook.com;+7-915-359-71-91
277;Кирилл;М;16;Нижний Новгород;Гимназия;Биология;10.2;нет;4;13;8.0;8.3;3.2;61;да;Виноградов Кирилл Александрович;k.vinogradov@yandex.ru;89254691695
278;Арина;Ж;16;Москва;Лицей;Физика;13.1;нет;10;9;7.0;8.8;3.2;89;да;Голубева Арина Сергеевна;arina_golubeva88@yandex.ru;+7-914-341-91-65
279;Александр;М;18;Ростов-на-Дону;Обычная;Математика;5.7;нет;5;4;7.0;7.8;3.4;68;да;Петров Александр Артёмович;aleksandr.petrov@yandex.ru;+7 (901) 271-45-84
280;Владимир;М;17;Казань;Обычная;История;0.4;да;5;6;3.0;7.7;2.9;45;да;Морозов Владимир Владимирович;vladimir280@yahoo.com;+7 (950) 908-41-11
281;Тимофей;М;17;Новосибирск;Лицей;Английский язык;0.0;да;5;11;6.0;5.2;2.0;39;да;Петров Тимофей Дмитриевич;timofey281@yandex.ru;+79749029870
282;Тимофей;М;16;Санкт-Петербург;Гимназия;Математика;7.3;нет;4;5;5.0;8.6;2.2;56;да;Петров Тимофей Дмитриевич;timofey282@gmail.com;89194802141
283;Полина;Ж;17;Ростов-на-Дону;Обычная;Информатика;8.0;да;9;9;2.0;5.1;2.0;47;да;Виноградова Полина Николаевна;polina.vinogradova@mail.ru;+7-963-193-97-89
284;Роман;М;17;Санкт-Петербург;Лицей;Обществознание;6.8;да;9;1;10.0;5.9;3.4;87;да;Павлов Роман Николаевич;roman.pavlov@outlook.com;+7-997-740-17-17
285;Никита;М;17;Самара;Обычная;Физика;12.2;да;4;1;9.0;;3.3;100;да;Семёнов Никита Максимович;nikita285@edu.ru;+7 (982) 257-99-78
286;София;Ж;17;Казань;Гимназия;Русский язык;8.3;да;4;7;7.0;6.2;2.4;67;да;Семёнова София Владимировна;sofiya_semenova73@yandex.ru;+79165993950
287;Владимир;М;18;Москва;Лицей;Информатика;0.0;да;8;3;7.0;7.3;3.5;78;да;Попов Владимир Егорович;vladimir.popov@yandex.ru;89828745466
288;Алиса;Ж;17;Новосибирск;Обычная;Информатика;10.0;нет;4;8;5.0;7.3;2.3;62;да;Петрова Алиса Дмитриевна;a.petrova@rambler.ru;89028055855
289;Анна;Ж;17;Екатеринбург;Лицей;Химия;1.4;нет;6;7;5.0;8.9;2.7;42;да;Семёнова Анна Николаевна;anna289@gmail.com;+79321407266
290;Данил;М;17;Новосибирск;Лицей;Английский язык;11.7;нет;9;1;8.0;7.8;3.0;78;да;Сидоров Данил Владимирович;danil.sidorov@yandex.ru;89376559972
291;Алиса;Ж;17;Ростов-на-Дону;Лицей;Английский язык;8.9;нет;4;7;8.0;6.2;3.1;81;да;Попова Алиса Ивановна;alisa_popova70@rambler.ru;+7-972-291-79-54
292;Владимир;М;17;Екатеринбург;Обычная;Биология;17.6;да;4;5;8.0;8.3;4.2;100;да;Сидоров Владимир Егорович;vladimir.sidorov@mail.ru;+79935794586
293;Ксения;Ж;16;Самара;Лицей;Математика;8.8;нет;9;6;10.0;5.9;2.1;68;да;Богданова Ксения Александровна;kseniya_bogdanova3@yandex.ru;8 920 170 77 29
294;Александр;М;18;Казань;Гимназия;Физика;1.5;нет;13;3;7.0;8.4;3.3;78;да;Сидоров Александр Владимирович;a.sidorov@yahoo.com;+7-937-939-43-79
295;Вероника;Ж;17;Санкт-Петербург;Обычная;Русский язык;5.2;да;9;4;3.0;7.1;2.6;67;да;Лебедева Вероника Андреевна;veronika.lebedeva@gmail.com;8 958 100 91 74
296;Дарья;Ж;18;Новосибирск;Обычная;Математика;10.9;нет;8;5;3.0;7.7;3.7;64;да;Соловьёва Дарья Николаевна;d.soloveva@rambler.ru;+7-993-289-12-89
297;Алиса;Ж;18;Екатеринбург;Гимназия;Информатика;5.9;да;2;7;2.0;4.7;2.8;52;да;Смирнова Алиса Александровна;a.smirnova@rambler.ru;+7 (999) 735-40-51
298;Кирилл;М;16;Новосибирск;Лицей;Математика;9.8;да;6;4;5.0;4.3;3.0;71;да;Виноградов Кирилл Александрович;kirill298@edu.ru;+79846515934
299;Михаил;М;17;Самара;Обычная;Биология;10.8;да;7;9;5.0;5.2;2.9;65;да;Лебедев Михаил Николаевич;mikhail_lebedev50@mail.ru;+79876098029
300;Александр;М;17;Ростов-на-Дону;Гимназия;Физика;7.9;да;4;7;7.0;8.8;2.6;58;да;Виноградов Александр Артёмович;aleksandr.vinogradov@yandex.ru;+7-936-430-62-92
301;Тимофей;М;17;Москва;Обычная;История;9.1;да;15;3;;5.8;3.5;99;да;Богданов Тимофей Артёмович;timofey_bogdanov7@yandex.ru;+7 (914) 198-76-94
302;Полина;Ж;17;Москва;Гимназия;Химия;2.6;нет;10;3;8.0;8.1;3.2;73;да;Петрова Полина Дмитриевна;polina302@yandex.ru;+7 (905) 955-26-32
303;Кирилл;М;16;Казань;Обычная;Английский язык;8.0;нет;10;4;7.0;6.4;3.1;77;да;Богданов Кирилл Николаевич;kirill.bogdanov@mail.ru;+7 (925) 209-72-34
304;Милана;Ж;17;Екатеринбург;Обычная;Химия;14.3;да;9;2;8.0;7.2;3.9;100;да;Сидорова Милана Николаевна;milana304@mail.ru;8 904 684 92 59
305;Елизавета;Ж;18;Москва;Гимназия;Русский язык;8.0;нет;7;2;6.0;7.4;3.8;88;да;Васильева Елизавета Дмитриевна;elizaveta.vasileva@edu.ru;+7-967-738-99-85
306;Кирилл;М;18;Санкт-Петербург;Лицей;Английский язык;9.4;да;4;8;8.0;8.9;3.6;66;да;Виноградов Кирилл Дмитриевич;kirill_vinogradov58@outlook.com;+7 (906) 475-38-87
307;Иван;М;16;Новосибирск;Обычная;Физика;12.8;нет;9;10;3.0;7.8;3.1;74;да;Виноградов Иван Максимович;i.vinogradov@mail.ru;+7 (901) 313-93-72
308;Алиса;Ж;18;Новосибирск;Гимназия;История;6.6;да;6;5;6.0;7.3;2.7;65;да;Семёнова Алиса Егоровна;alisa308@yahoo.com;+7-959-920-91-17
309;Никита;М;16;Самара;Гимназия;Обществознание;0.0;да;10;5;6.0;8.6;3.2;60;да;Морозов Никита Сергеевич;n.morozov@edu.ru;+7 (971) 861-63-57
310;Роман;М;17;Екатеринбург;Гимназия;Английский язык;1.1;нет;4;5;7.0;6.1;3.2;53;да;Козлов Роман Дмитриевич;roman310@yandex.ru;+7 (978) 372-77-15
311;Дарья;Ж;17;Самара;Обычная;Биология;20.4;нет;6;0;8.0;8.8;3.6;99;да;Соколова Дарья Сергеевна;darya_sokolova32@yandex.ru;+7 (938) 179-37-76
312;Виктория;Ж;17;Самара;Обычная;Химия;6.9;нет;7;8;6.0;8.2;3.8;67;да;Морозова Виктория Андреевна;viktoriya.morozova@gmail.com;8 912 842 39 78
313;Тимофей;М;16;Новосибирск;Лицей;Информатика;0.0;нет;7;9;5.0;8.0;2.8;56;да;Лебедев Тимофей Егорович;t.lebedev@yahoo.com;89242977794
314;Роман;М;17;Ростов-на-Дону;Гимназия;Химия;16.5;нет;6;0;10.0;7.2;4.7;98;да;Козлов Роман Егорович;r.kozlov@yahoo.com;+79727403281
315;Владимир;М;17;Самара;Обычная;Обществознание;1.5;да;4;7;4.0;5.8;2.0;38;нет;Соловьёв Владимир Владимирович;vladimir_solovev47@yandex.ru;+79538642391
316;Виктория;Ж;18;Новосибирск;Обычная;Биология;6.4;да;6;7;8.0;5.4;2.0;50;да;Кузнецова Виктория Максимовна;viktoriya.kuznetsova@gmail.com;8 945 790 68 99
317;Варвара;Ж;17;Самара;Обычная;Математика;11.5;да;6;7;7.0;6.3;3.4;85;да;Новикова Варвара Артёмовна;varvara_novikova57@mail.ru;8 913 270 33 80
318;Елизавета;Ж;17;Казань;Обычная;Информатика;10.0;да;8;4;6.0;5.9;3.6;64;да;Зайцева Елизавета Егоровна;elizaveta_zaytseva14@mail.ru;+79644459430
319;Ксения;Ж;17;Санкт-Петербург;Лицей;Английский язык;10.2;да;6;6;6.0;7.5;3.2;79;да;Морозова Ксения Владимировна;kseniya.morozova@mail.ru;+79765535550
320;Полина;Ж;17;Самара;Обычная;Русский язык;6.8;нет;2;8;;6.3;2.2;48;да;Сидорова Полина Андреевна;polina320@outlook.com;8 941 965 57 62
321;Дмитрий;М;16;Самара;Лицей;Химия;17.0;да;6;6;;7.5;3.3;71;да;Иванов Дмитрий Николаевич;dmitriy321@yandex.ru;+79924318740
322;Иван;М;16;Санкт-Петербург;Лицей;Обществознание;17.9;нет;7;7;8.0;8.2;4.1;100;да;Зайцев Иван Владимирович;ivan.zaytsev@yandex.ru;+7-969-319-58-80
323;Дарья;Ж;17;Самара;Обычная;Физика;4.2;нет;9;2;7.0;6.0;3.4;80;да;Богданова Дарья Егоровна;darya_bogdanova71@yandex.ru;+7 (946) 563-67-60
324;Милана;Ж;18;Екатеринбург;Гимназия;История;10.3;нет;10;1;7.0;5.7;2.7;80;да;Виноградова Милана Артёмовна;milana_vinogradova50@gmail.com;+7 (992) 135-46-86
325;Милана;Ж;17;Екатеринбург;Обычная;Обществознание;11.2;нет;4;3;6.0;6.6;3.4;65;да;Смирнова Милана Дмитриевна;milana_smirnova53@yahoo.com;+7-966-238-48-10
326;Максим;М;17;Самара;Обычная;Физика;11.6;да;7;6;6.0;6.0;2.3;71;да;Сидоров Максим Дмитриевич;maksim.sidorov@yandex.ru;+7-928-319-50-12
327;Кирилл;М;17;Санкт-Петербург;Обычная;Английский язык;0.0;да;3;7;4.0;5.3;2.0;39;да;Голубев Кирилл Владимирович;k.golubev@rambler.ru;+79706238183
328;Дмитрий;М;18;Новосибирск;Обычная;Химия;13.4;нет;9;4;9.0;9.1;3.3;77;да;Соколов Дмитрий Иванович;d.sokolov@edu.ru;+7-919-196-14-68
329;Кирилл;М;17;Казань;Обычная;Физика;14.2;нет;8;5;8.0;5.4;3.5;86;да;Семёнов Кирилл Артёмович;kirill329@mail.ru;+79192414356
330;Виктория;Ж;18;Екатеринбург;Гимназия;Физика;13.6;да;1;11;10.0;9.0;2.0;55;да;Козлова Виктория Николаевна;v.kozlova@gmail.com;+7 (931) 338-42-48
331;Ксения;Ж;17;Санкт-Петербург;Обычная;Физика;3.0;да;5;7;5.0;;2.2;62;да;Кузнецова Ксения Ивановна;kseniya_kuznetsova35@outlook.com;+7 (973) 509-82-37
332;Тимофей;М;17;Москва;Обычная;Биология;2.5;нет;4;8;7.0;7.8;2.5;38;да;Волков Тимофей Артёмович;t.volkov@yandex.ru;8 992 432 71 32
333;Никита;М;17;Нижний Новгород;Гимназия;Физика;3.9;нет;6;9;4.0;7.8;2.1;50;да;Сидоров Никита Максимович;n.sidorov@yahoo.com;+79888198322
334;Ева;Ж;17;Москва;Гимназия;Информатика;6.2;да;9;6;9.0;7.8;2.2;76;да;Лебедева Ева Николаевна;eva_lebedeva54@gmail.com;8 982 407 14 83
335;Михаил;М;17;Новосибирск;Обычная;История;0.0;да;7;8;3.0;8.4;2.0;39;да;Волков Михаил Артёмович;mikhail335@yandex.ru;+7-910-898-17-52
336;Вероника;Ж;17;Ростов-на-Дону;Обычная;Обществознание;0.0;нет;10;3;;5.9;3.0;68;да;Новикова Вероника Артёмовна;veronika_novikova33@yandex.ru;+79555262539
337;Елизавета;Ж;17;Ростов-на-Дону;Обычная;История;8.5;да;5;5;6.0;7.0;3.7;81;да;Попова Елизавета Дмитриевна;elizaveta337@rambler.ru;+7 (901) 749-90-58
338;Артём;М;18;Санкт-Петербург;Обычная;Химия;8.7;нет;6;6;7.0;5.9;2.8;64;да;Зайцев Артём Максимович;a.zaytsev@outlook.com;+79396361550
339;Тимофей;М;17;Ростов-на-Дону;Обычная;История;0.0;да;2;12;3.0;4.2;2.0;28;нет;Голубев Тимофей Артёмович;timofey.golubev@mail.ru;89722535174
340;Полина;Ж;16;Казань;Лицей;Информатика;12.8;нет;10;8;3.0;5.9;2.4;48;да;Новикова Полина Максимовна;polina_novikova1@yahoo.com;8 919 151 96 60
341;Дарья;Ж;17;Санкт-Петербург;Обычная;Физика;11.8;да;7;2;7.0;9.6;3.3;96;да;Богданова Дарья Андреевна;darya_bogdanova80@yahoo.com;+7 (996) 709-83-74
342;Дмитрий;М;18;Екатеринбург;Обычная;История;5.7;да;1;6;7.0;6.0;2.0;29;нет;Семёнов Дмитрий Максимович;dmitriy_semenov57@mail.ru;89285424760
343;Анна;Ж;17;Новосибирск;Лицей;Русский язык;8.0;нет;7;5;7.0;9.3;2.7;60;да;Иванова Анна Сергеевна;anna343@edu.ru;+79164442070
344;Елизавета;Ж;18;Казань;Обычная;Английский язык;7.8;нет;5;9;2.0;9.1;2.0;35;да;Голубева Елизавета Николаевна;e.golubeva@gmail.com;+7-995-150-80-61
345;Мария;Ж;17;Новосибирск;Обычная;Информатика;11.5;нет;8;3;9.0;10.8;3.8;88;да;Новикова Мария Дмитриевна;mariya_novikova78@yandex.ru;89105087465
346;Матвей;М;17;Москва;Гимназия;Обществознание;11.4;да;1;5;4.0;9.1;2.5;63;да;Смирнов Матвей Дмитриевич;matvey346@mail.ru;89972387181
347;Ева;Ж;18;Казань;Обычная;Математика;9.4;нет;9;10;8.0;10.0;2.7;75;да;Кузнецова Ева Дмитриевна;e.kuznetsova@yahoo.com;89625049383
348;Варвара;Ж;17;Санкт-Петербург;Обычная;Химия;11.7;нет;8;3;8.0;7.6;3.1;87;да;Козлова Варвара Дмитриевна;varvara_kozlova38@edu.ru;89717307741
349;Тимофей;М;17;Ростов-на-Дону;Обычная;Информатика;15.0;нет;5;1;9.0;7.8;4.1;97;да;Смирнов Тимофей Артёмович;timofey349@rambler.ru;+79093726551
350;Данил;М;16;Новосибирск;Лицей;Информатика;6.2;да;1;5;10.0;7.3;2.7;74;да;Смирнов Данил Дмитриевич;d.smirnov@mail.ru;8 911 215 95 62
351;София;Ж;18;Екатеринбург;Лицей;Химия;10.7;нет;7;5;5.0;7.1;3.4;71;да;Голубева София Максимовна;sofiya351@gmail.com;+7-946-456-34-51
352;Никита;М;17;Новосибирск;Обычная;Биология;12.5;нет;2;6;6.0;6.7;2.3;49;да;Кузнецов Никита Сергеевич;nikita352@mail.ru;89767711349
353;Егор;М;17;Ростов-на-Дону;Обычная;Английский язык;10.5;нет;5;4;10.0;8.3;4.7;94;да;Козлов Егор Владимирович;egor.kozlov@rambler.ru;89447316689
354;Владимир;М;17;Самара;Обычная;Обществознание;7.4;да;5;10;4.0;6.2;3.0;66;да;Новиков Владимир Александрович;v.novikov@rambler.ru;+7-956-145-39-35
355;Алиса;Ж;17;Нижний Новгород;Обычная;Физика;11.3;да;5;5;4.0;5.2;2.0;62;да;Богданова Алиса Егоровна;a.bogdanova@edu.ru;+7 (919) 875-20-24
356;Ксения;Ж;17;Казань;Гимназия;Английский язык;12.5;да;4;4;5.0;7.4;2.8;77;да;Соколова Ксения Владимировна;kseniya.sokolova@outlook.com;+7 (931) 735-28-46
357;Артём;М;17;Казань;Гимназия;Химия;3.4;нет;8;6;5.0;5.7;2.0;43;да;Морозов Артём Владимирович;a.morozov@outlook.com;8 943 810 24 49
358;Анна;Ж;17;Ростов-на-Дону;Обычная;Химия;0.0;нет;9;9;3.0;6.4;3.4;58;да;Соколова Анна Максимовна;anna_sokolova89@yandex.ru;+79601235236
359;Дмитрий;М;17;Ростов-на-Дону;Обычная;Математика;13.0;да;4;3;8.0;7.1;3.2;91;да;Козлов Дмитрий Дмитриевич;dmitriy359@edu.ru;+7-927-308-79-76
360;Полина;Ж;17;Казань;Лицей;История;0.0;нет;6;7;3.0;6.6;3.0;55;да;Семёнова Полина Артёмовна;polina360@mail.ru;+7 (970) 594-89-28
361;Анна;Ж;17;Казань;Обычная;Обществознание;9.1;нет;2;8;7.0;7.9;2.0;28;нет;Павлова Анна Максимовна;anna_pavlova31@gmail.com;+7 (948) 696-94-77
362;София;Ж;17;Казань;Обычная;Физика;8.3;да;0;4;7.0;6.8;2.7;77;да;Козлова София Артёмовна;s.kozlova@yahoo.com;89322741746
363;Артём;М;16;Самара;Гимназия;Обществознание;14.2;да;8;4;10.0;8.6;3.2;89;да;Петров Артём Александрович;artem363@yandex.ru;8 989 732 44 16
364;Мария;Ж;17;Ростов-на-Дону;Обычная;Математика;0.0;нет;4;8;5.0;6.7;2.0;31;да;Сидорова Мария Андреевна;mariya364@rambler.ru;+7-983-108-18-59
365;Михаил;М;17;Ростов-на-Дону;Обычная;Английский язык;0.0;нет;3;5;4.0;6.6;2.0;41;да;Васильев Михаил Егорович;mikhail365@rambler.ru;+7 (984) 972-94-56
366;София;Ж;17;Самара;Обычная;Физика;11.7;да;13;3;5.0;7.5;3.9;83;да;Козлова София Андреевна;sofiya366@yandex.ru;89023999359
367;Артём;М;18;Казань;Лицей;Химия;8.7;нет;6;7;7.0;5.5;3.4;71;да;Петров Артём Максимович;artem367@yandex.ru;8 948 620 22 50
368;Егор;М;17;Казань;Лицей;Математика;7.3;нет;3;4;6.0;7.5;2.7;69;да;Иванов Егор Дмитриевич;egor.ivanov@mail.ru;89766442133
369;Матвей;М;17;Ростов-на-Дону;Обычная;Английский язык;13.9;нет;12;3;10.0;8.6;4.1;98;да;Морозов Матвей Егорович;matvey.morozov@yandex.ru;+7 (964) 568-81-12
370;Елизавета;Ж;18;Новосибирск;Лицей;Химия;20.5;нет;11;6;5.0;8.3;2.7;82;да;Кузнецова Елизавета Владимировна;e.kuznetsova@edu.ru;8 931 642 49 52
371;Владимир;М;17;Санкт-Петербург;Обычная;Английский язык;13.3;нет;5;6;10.0;5.6;3.9;82;да;Козлов Владимир Иванович;vladimir_kozlov22@edu.ru;+7-950-862-30-12
372;Виктория;Ж;17;Самара;Гимназия;Информатика;19.7;нет;10;1;10.0;5.9;5.0;100;да;Попова Виктория Сергеевна;viktoriya.popova@rambler.ru;+7-987-460-55-90
373;Егор;М;17;Новосибирск;Обычная;Математика;10.7;да;4;5;5.0;6.3;2.8;62;да;Зайцев Егор Николаевич;egor373@mail.ru;+7-930-613-45-17
374;Никита;М;17;Москва;Обычная;История;11.5;нет;3;13;9.0;;2.2;54;да;Голубев Никита Иванович;nikita374@yandex.ru;+7-949-934-13-81
375;Милана;Ж;16;Ростов-на-Дону;Лицей;Русский язык;8.5;да;9;8;5.0;7.4;3.0;79;да;Васильева Милана Дмитриевна;milana.vasileva@yandex.ru;89282555360
376;Матвей;М;17;Казань;Обычная;Биология;1.1;нет;6;3;7.0;6.2;3.1;64;да;Голубев Матвей Максимович;matvey_golubev29@yandex.ru;+79118475876
377;Вероника;Ж;17;Казань;Лицей;Математика;5.7;да;4;13;3.0;5.1;2.6;49;да;Иванова Вероника Владимировна;v.ivanova@outlook.com;89808023963
378;Арина;Ж;17;Екатеринбург;Обычная;Русский язык;8.1;нет;4;8;9.0;5.9;2.9;52;да;Смирнова Арина Максимовна;arina_smirnova51@outlook.com;+79732566449
379;Михаил;М;18;Казань;Обычная;Биология;11.1;да;7;0;5.0;6.8;4.8;100;да;Сидоров Михаил Дмитриевич;m.sidorov@mail.ru;89425597926
380;Михаил;М;16;Самара;Обычная;История;8.3;да;7;5;3.0;8.2;3.6;71;да;Кузнецов Михаил Андреевич;mikhail.kuznetsov@outlook.com;89832418479
381;Матвей;М;17;Нижний Новгород;Обычная;Русский язык;3.0;да;6;6;4.0;8.0;2.6;54;да;Голубев Матвей Егорович;matvey.golubev@gmail.com;89174169877
382;Алиса;Ж;18;Екатеринбург;Обычная;Русский язык;16.8;нет;9;5;10.0;6.0;3.1;85;да;Петрова Алиса Ивановна;alisa382@yandex.ru;+79558882893
383;Виктория;Ж;17;Санкт-Петербург;Обычная;Обществознание;10.7;нет;5;5;8.0;7.9;2.6;73;да;Волкова Виктория Артёмовна;viktoriya.volkova@mail.ru;+79204251881
384;Владимир;М;18;Новосибирск;Обычная;Математика;9.8;да;7;7;6.0;7.7;2.9;76;да;Виноградов Владимир Владимирович;vladimir_vinogradov40@mail.ru;89922213350
385;Никита;М;17;Казань;Гимназия;Физика;12.2;нет;7;2;9.0;5.8;2.9;72;да;Голубев Никита Егорович;nikita385@yandex.ru;8 993 130 50 62
386;Иван;М;17;Ростов-на-Дону;Лицей;Английский язык;4.0;нет;4;5;4.0;6.5;2.3;35;да;Кузнецов Иван Егорович;ivan386@mail.ru;89385539145
387;Михаил;М;18;Самара;Обычная;Химия;9.8;да;5;3;7.0;7.5;3.5;84;да;Васильев Михаил Владимирович;mikhail387@yandex.ru;89992922326
388;Виктория;Ж;17;Москва;Обычная;Математика;9.0;нет;6;7;10.0;7.8;4.4;100;да;Кузнецова Виктория Александровна;viktoriya388@outlook.com;+7-903-880-88-88
389;Милана;Ж;17;Екатеринбург;Обычная;Английский язык;0.7;да;5;6;6.0;5.1;3.5;60;да;Петрова Милана Егоровна;milana_petrova9@gmail.com;+79776808839
390;Владимир;М;17;Самара;Обычная;Информатика;7.5;да;4;5;4.0;7.0;2.0;67;да;Новиков Владимир Андреевич;vladimir.novikov@yandex.ru;+7-929-336-97-13
391;Виктория;Ж;17;Екатеринбург;Обычная;История;7.8;нет;6;7;6.0;7.6;3.2;66;да;Волкова Виктория Александровна;viktoriya.volkova@mail.ru;+79108047127
392;Михаил;М;17;Санкт-Петербург;Обычная;Биология;11.6;да;11;2;7.0;8.8;2.1;70;да;Петров Михаил Сергеевич;mikhail.petrov@edu.ru;89775809357
393;Матвей;М;16;Санкт-Петербург;Гимназия;Информатика;13.5;нет;4;6;6.0;6.1;2.8;73;да;Волков Матвей Андреевич;m.volkov@yandex.ru;89496037027
394;Арина;Ж;17;Нижний Новгород;Лицей;Информатика;13.1;нет;7;9;8.0;6.2;3.0;65;да;Соколова Арина Андреевна;a.sokolova@yandex.ru;+7 (924) 331-14-62
395;Алиса;Ж;17;Екатеринбург;Обычная;Химия;6.8;нет;10;3;7.0;7.0;3.7;81;да;Лебедева Алиса Максимовна;a.lebedeva@mail.ru;89345223895
396;Елизавета;Ж;18;Екатеринбург;Обычная;Информатика;1.4;нет;5;8;5.0;6.8;2.0;32;нет;Смирнова Елизавета Максимовна;elizaveta396@outlook.com;8 996 309 18 32
397;Данил;М;18;Казань;Обычная;Русский язык;12.5;нет;10;6;8.0;7.4;3.1;88;да;Волков Данил Александрович;d.volkov@yahoo.com;8 978 601 98 51
398;Кирилл;М;17;Казань;Обычная;История;17.0;нет;7;4;6.0;7.6;2.9;73;да;Голубев Кирилл Сергеевич;k.golubev@mail.ru;+79315376115
399;Александр;М;17;Новосибирск;Обычная;История;15.1;да;13;4;10.0;5.8;3.4;99;да;Васильев Александр Сергеевич;aleksandr399@yahoo.com;8 994 944 58 50
400;Артём;М;17;Екатеринбург;Обычная;Биология;9.1;да;7;5;6.0;7.1;2.0;66;да;Богданов Артём Егорович;artem.bogdanov@rambler.ru;+79788608386
401;Ева;Ж;17;Новосибирск;Обычная;История;10.4;нет;7;4;7.0;6.5;4.0;86;да;Кузнецова Ева Артёмовна;e.kuznetsova@outlook.com;+7 (967) 756-14-76
402;Алиса;Ж;17;Ростов-на-Дону;Обычная;Химия;8.2;да;9;4;8.0;7.2;3.1;100;да;Лебедева Алиса Дмитриевна;alisa402@yahoo.com;+79575671541
